Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Chapter Name,Movie ID,Movie Chapter,Movie Title,Release Year,Runtime,Budget,Box Office,Place Name,Place Category,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core)
4760,161,17,2,You've a bit of...,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4761,161,17,1,When'd you get here?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4762,161,17,3,"A few days ago.  Though... for a bit, I wasn't sure I was coming.",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4763,161,17,2,Mum sort of lost it last week. Said Ginny and I had no business going back to Hogwarts.  That it's too dangerous.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4764,161,17,1,Oh come on...,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4765,161,17,3,She's not alone.  Even my parents -- and they're Muggles -- know something bad is happening.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4766,161,17,2,"Anyway, Dad stepped in, told her she was being barmy.  Took a day or two, but she came round.",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4767,161,17,1,But we're talking about Hogwarts. Dumbledore. What could be safer?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4768,161,17,3,There's been a lot of chatter lately.  That he's gotten... old.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4769,161,17,1,Rubbish.  He's only -- what?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4770,161,17,2,A hundred and fifty.  Give or take a few years.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,The Burrow,Dwellings,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4771,161,6,14,Step up!  Step up!,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4772,161,6,19,Step up!  Step up!,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,George Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4773,161,6,19,We've got Fainting Fancy...,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,George Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4774,161,6,14,Nosebleed Nougats...,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4775,161,6,19,And just in time for school...,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,George Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4776,161,6,14,Puking Pastilles!,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4777,161,6,14,"Into the cauldron, handsome.",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4778,161,6,19,"Into the cauldron, handsome.",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,George Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4779,161,6,14,"What'd you think, Harry?",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4780,161,6,1,Amazing.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4781,161,6,19,"Pocket that and you'll pay in more than Galleons, my friend.",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,George Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4782,161,6,14,We've got eyes in the back of our heads.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4783,161,6,19,Bloody urchins.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,George Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4784,161,6,1,Peruvian Instant Darkness Powder?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4785,161,6,14,A real money spinner that.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4786,161,6,14,"Handy if you need to make a quick escape.  Hello, ladies!",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4787,161,6,19,"Yes, they do really work.",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,George Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4788,161,6,14,"Then again, the way we hear it, sis, you're doing just fine on your own.",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4789,161,6,20,Meaning?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
4790,161,6,14,Are you not currently dating Dean Thomas?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4791,161,6,20,None of your business.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
4792,161,6,3,These are adorable.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4793,161,6,14,Aren't they now.  Pygmy Puffs. Can't breed them fast enough.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4794,161,6,2,How much for this?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4795,161,6,14,Five Galleons.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4796,161,6,19,Five Galleons.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,George Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4797,161,6,2,How much for me?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4798,161,6,14,Five Galleons.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4799,161,6,19,Five Galleons.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,George Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4800,161,6,2,But I'm your brother!,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4801,161,6,14,Ten Galleons.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Fred Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
4802,161,6,2,C'mon. Let's go.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4803,161,6,65,"Hi, Ron.",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Lavender Brown,Human,Female,Gryffindor,Unknown,Unknown,Unknown
4804,161,6,2,Hi.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4805,161,6,3,How is it Fred and George are doing it?  Half the alley's closed down.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4806,161,6,2,Fred reckons people need a laugh these days.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4807,161,6,1,Reckon he's right...,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4808,161,6,3,Oh no.  Look.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4809,161,6,3,But everyone got their wands from Ollivander.  Young.  Old...,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4810,161,6,1,Good.  Bad.  Speaking of which...,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4811,161,6,2,Is it just me?  Or do Draco and mummy look like two people who don't want to be followed?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4812,161,6,2,What're they playing at?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4813,161,6,1,Dunno.  Let's get closer.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4814,161,6,2,Hey.  Where's Hermione?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4815,161,6,2,"Harry, where is she?",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4816,161,6,1,I don't know.  I'm turned around.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4817,161,6,2,Bloody hell.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4818,161,6,3,Sorry.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4819,161,6,1,What just happened?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4820,161,6,3,I don't know.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Weasleys' Wizard Wheezes,Diagon Alley,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4821,161,42,25,Quibbler...?  Quibbler...?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Luna Lovegood,Human,Female,Ravenclaw,Hare,Unknown,Unknown
4822,161,42,25,There's an article on Wrackspurts this month.  Quibbler...?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Luna Lovegood,Human,Female,Ravenclaw,Hare,Unknown,Unknown
4823,161,42,25,"He's lovely.  They've been known to sing on Boxing Day, you know. Quibbler?",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Luna Lovegood,Human,Female,Ravenclaw,Hare,Unknown,Unknown
4824,161,42,20,Please.  What's a Wrackspurt?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Ginny Weasley,Human,Female,Gryffindor,Horse,Unknown,Unknown
4825,161,42,25,They're invisible creatures that float in through your ears and make your brain go fuzzy. Quibbler?  Quibbler?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Luna Lovegood,Human,Female,Ravenclaw,Hare,Unknown,Unknown
4826,161,42,1,"Don't you see, it was a ceremony. An initiation.",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4827,161,42,3,"Stop, Harry, I know where you're going with this --",What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4828,161,42,1,It's happened.  He's one of them.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4829,161,42,2,One of what?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4830,161,42,3,Harry is under the impression that Draco Malfoy is now a Death Eater.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
4831,161,42,2,You're barking.  What would You- Know-Who want with a sod like Malfoy?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
4832,161,42,1,So what's he doing in Borgin and Burke's?  Browsing for furniture?,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
4833,161,42,2,It's a creepy shop.  He's a creepy bloke.,What Could Be Safer?,6,4,Harry Potter and the Half-Blood Prince,2009,153,250000000,943200000,Hogwarts Express,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
